,date,sum,min,max,mean
6149,1997-02-11,0,0,8,4.0
6150,1997-03-11,0,0,9,4.5
6151,1997-04-11,0,-2,12,4.0
6152,1997-05-11,0,6,10,11.0
6153,1997-06-11,14,7,10,12.0
6154,1997-07-11,54.8,9,16,17.0
6155,1997-08-11,8.4,7,14,14.0
6156,1997-09-11,1,5,11,10.5
6157,1997-10-11,27.4,5,11,10.5
6158,1997-11-11,3,7,12,13.0
6159,1997-12-11,29,5,8,9.0
6160,1997-11-13,20.2,3,13,9.5
6161,1997-11-14,0,-2,11,3.5
6162,1997-11-15,0,-2,7,1.5
6163,1997-11-16,0,-2,6,1.0
6164,1997-11-17,0,-3,7,0.5
6165,1997-11-18,0,-3,4,-1.0
6166,1997-11-19,0,-1,6,2.0
6167,1997-11-20,0,-2,6,1.0
6168,1997-11-21,0,-2,7,1.5
6169,1997-11-22,0,-1,7,2.5
6170,1997-11-23,0,1,8,5.0
6171,1997-11-24,0,0,8,4.0
6172,1997-11-25,0,3,7,6.5
6173,1997-11-26,0.2,-1,9,3.5
6174,1997-11-27,0,-1,8,3.0
6175,1997-11-28,0,4,8,8.0
6176,1997-11-29,1.8,5,8,9.0
6177,1997-11-30,1.8,6,11,11.5
6178,1997-01-12,0,2,13,8.5
6179,1997-02-12,0,-1,7,2.5
6180,1997-03-12,12,4,8,8.0
6181,1997-04-12,0,-2,8,2.0
6182,1997-05-12,0,-2,2,-1.0
6183,1997-06-12,0,-6,2,-5.0
6184,1997-07-12,0,-7,0,-7.0
6185,1997-08-12,0,-5,3,-3.5
6186,1997-09-12,0,-4,3,-2.5
6187,1997-10-12,0,-2,4,0.0
6188,1997-11-12,0,-3,4,-1.0
6189,1997-12-12,0.4,-1,9,3.5
6190,1997-12-13,0,-2,11,3.5
6191,1997-12-14,0,-2,7,1.5
6192,1997-12-15,4,-2,6,1.0
6193,1997-12-16,0,-1,2,0.0
6194,1997-12-17,0,-3,2,-2.0
6195,1997-12-18,5.2,0,1,0.5
6196,1997-12-19,13.2,0,4,2.0
6197,1997-12-20,31.4,3,5,5.5
6198,1997-12-21,10.6,3,8,7.0
6199,1997-12-22,0,5,9,9.5
6200,1997-12-23,0,4,8,8.0
6201,1997-12-24,0,0,7,3.5
6202,1997-12-25,0,1,4,3.0
6203,1997-12-26,0,3,4,5.0
6204,1997-12-27,5.6,0,8,4.0
6205,1997-12-28,0,-1,4,1.0
6206,1997-12-29,0,-2,4,0.0
6207,1997-12-30,0,-4,3,-2.5
6208,1997-12-31,0,-5,3,-3.5
7305,2001-01-01,0,-4,1,-3.5
7306,2001-02-01,0,-3,1,-2.5
7307,2001-03-01,17.2,-4,3,-2.5
7308,2001-04-01,0,0,2,1.0
7309,2001-05-01,1.2,-2,4,0.0
7310,2001-06-01,5.4,0,2,1.0
7311,2001-07-01,47.2,1,3,2.5
7312,2001-08-01,27.2,2,8,6.0
7313,2001-09-01,0.6,2,8,6.0
7314,2001-10-01,0,1,3,2.5
7315,2001-11-01,1.8,2,5,4.5
7316,2001-12-01,0,0,6,3.0
7317,2001-01-13,0,0,6,3.0
7318,2001-01-14,0,-4,4,-2.0
7319,2001-01-15,0,-7,0,-7.0
7320,2001-01-16,0,-7,-2,-8.0
7321,2001-01-17,0,-8,0,-8.0
7322,2001-01-18,3,-2,2,-1.0
7323,2001-01-19,0,-3,4,-1.0
7324,2001-01-20,0,-1,3,0.5
7325,2001-01-21,0,-4,2,-3.0
7326,2001-01-22,0,-3,1,-2.5
7327,2001-01-23,1.6,0,5,2.5
7328,2001-01-24,0,1,3,2.5
7329,2001-01-25,15.4,2,5,4.5
7330,2001-01-26,11.4,1,6,4.0
7331,2001-01-27,3.4,2,6,5.0
7332,2001-01-28,4.2,-1,4,1.0
7333,2001-01-29,0,-1,6,2.0
7334,2001-01-30,0,4,9,8.5
7335,2001-01-31,0,0,8,4.0
7336,2001-01-02,0,-2,5,0.5
7337,2001-02-02,0,-6,5,-3.5
7338,2001-03-02,0,-6,3,-4.5
7339,2001-04-02,0,-6,5,-3.5
7340,2001-05-02,0,-2,7,1.5
7341,2001-06-02,0,-1,7,2.5
7342,2001-07-02,0,4,8,8.0
7343,2001-08-02,0,3,9,7.5
7344,2001-09-02,18.4,4,9,8.5
7345,2001-10-02,10.2,3,11,8.5
7346,2001-11-02,0,2,10,7.0
7347,2001-12-02,0,-1,10,4.0
7348,2001-02-13,0,0,13,6.5
7349,2001-02-14,0,0,13,6.5
7350,2001-02-15,0,-2,7,1.5
7351,2001-02-16,0,-1,7,2.5
7352,2001-02-17,0,-3,9,1.5
7353,2001-02-18,0,1,14,8.0
7354,2001-02-19,0,0,12,6.0
7355,2001-02-20,0,0,14,7.0
7356,2001-02-21,0,-2,11,3.5
7357,2001-02-22,0,8,14,15.0
7358,2001-02-23,0,0,13,6.5
7359,2001-02-24,0,0,10,5.0
7360,2001-02-25,0,-3,7,0.5
7361,2001-02-26,0,-2,5,0.5
7362,2001-02-27,0,-5,6,-2.0
7363,2001-02-28,0,-2,3,-0.5
7364,2001-01-03,2.4,-1,7,2.5
7365,2001-02-03,0,-1,8,3.0
7366,2001-03-03,15.8,0,3,1.5
7367,2001-04-03,5.6,2,11,7.5
7368,2001-05-03,5,6,17,14.5
7369,2001-06-03,0.4,5,11,10.5
7370,2001-07-03,0,5,10,10.0
7371,2001-08-03,0,6,7,9.5
7372,2001-09-03,21.6,4,7,7.5
7373,2001-10-03,6.2,5,10,10.0
7374,2001-11-03,0,6,16,14.0
7375,2001-12-03,0,7,11,12.5
7376,2001-03-13,33.4,6,16,14.0
7377,2001-03-14,2.6,5,20,15.0
7378,2001-03-15,0,1,17,9.5
7379,2001-03-16,0,6,15,13.5
7380,2001-03-17,5.2,7,11,12.5
7381,2001-03-18,11.4,5,17,13.5
7382,2001-03-19,0,9,18,18.0
7383,2001-03-20,0,6,18,15.0
7384,2001-03-21,0,6,14,13.0
7385,2001-03-22,4.6,10,21,20.5
7386,2001-03-23,0,7,21,17.5
7387,2001-03-24,0,6,20,16.0
7388,2001-03-25,0,7,19,16.5
7389,2001-03-26,5.8,6,17,14.5
7390,2001-03-27,6,8,21,18.5
7391,2001-03-28,0,8,14,15.0
7392,2001-03-29,6.4,7,12,13.0
7393,2001-03-30,31.4,5,11,10.5
7394,2001-03-31,14,6,22,17.0
7395,2001-01-04,0,3,20,13.0
7396,2001-02-04,0,4,22,15.0
7397,2001-03-04,0,3,21,13.5
7398,2001-04-04,0,8,17,16.5
7399,2001-05-04,12.2,6,17,14.5
7400,2001-06-04,0,4,19,13.5
7401,2001-07-04,0.4,6,13,12.5
7402,2001-08-04,24.4,5,18,14.0
7403,2001-09-04,0,6,20,16.0
7404,2001-10-04,0,2,19,11.5
7405,2001-11-04,15.6,7,16,15.0
7406,2001-12-04,0,8,22,19.0
7407,2001-04-13,0,5,18,14.0
7408,2001-04-14,0,2,13,8.5
7409,2001-04-15,10.2,0,15,7.5
7410,2001-04-16,0,7,14,14.0
7411,2001-04-17,0.4,4,19,13.5
7412,2001-04-18,0,1,15,8.5
7413,2001-04-19,0.2,8,16,16.0
7414,2001-04-20,13.6,4,9,8.5
7415,2001-04-21,12.6,3,10,8.0
7416,2001-04-22,4,4,19,13.5
7417,2001-04-23,0,3,18,12.0
7418,2001-04-24,0,2,22,13.0
7419,2001-04-25,0,7,14,14.0
7420,2001-04-26,1.8,9,24,21.0
7421,2001-04-27,0,6,20,16.0
7422,2001-04-28,0,5,24,17.0
7423,2001-04-29,0,8,21,18.5
7424,2001-04-30,0,6,21,16.5
7425,2001-01-05,0,10,27,23.5
7426,2001-02-05,0,9,28,23.0
7427,2001-03-05,0,11,20,21.0
7428,2001-04-05,0,10,22,21.0
7429,2001-05-05,22.8,11,22,22.0
7430,2001-06-05,0,11,23,22.5
7431,2001-07-05,0,12,26,25.0
7432,2001-08-05,0,11,29,25.5
7433,2001-09-05,0,12,25,24.5
7434,2001-10-05,0.2,11,27,24.5
7435,2001-11-05,12.8,10,29,24.5
7436,2001-12-05,0,9,29,23.5
7437,2001-05-13,0,8,25,20.5
7438,2001-05-14,0,15,24,27.0
7439,2001-05-15,0.8,13,19,22.5
7440,2001-05-16,0.4,13,24,25.0
7441,2001-05-17,0,15,24,27.0
7442,2001-05-18,22.8,15,25,27.5
7443,2001-05-19,1.4,8,28,22.0
7444,2001-05-20,0,7,26,20.0
7445,2001-05-21,0,12,17,20.5
7446,2001-05-22,2.8,12,26,25.0
7447,2001-05-23,18.6,16,26,29.0
7448,2001-05-24,0,15,28,29.0
7449,2001-05-25,3.8,14,30,29.0
7450,2001-05-26,0,13,31,28.5
7451,2001-05-27,0,14,30,29.0
7452,2001-05-28,0,17,33,33.5
7453,2001-05-29,0,18,34,35.0
7454,2001-05-30,0,17,34,34.0
7455,2001-05-31,0,16,29,30.5
7456,2001-01-06,19,14,27,27.5
7457,2001-02-06,0,11,21,21.5
7458,2001-03-06,0.6,9,17,17.5
7459,2001-04-06,12.6,6,26,19.0
7460,2001-05-06,0,9,25,21.5
7461,2001-06-06,0.8,12,20,22.0
7462,2001-07-06,4,9,27,22.5
7463,2001-08-06,0,15,27,28.5
7464,2001-09-06,1.2,16,23,27.5
7465,2001-10-06,0.6,14,21,24.5
7466,2001-11-06,58.4,10,24,22.0
7467,2001-12-06,0.2,8,25,20.5
7468,2001-06-13,0,9,27,22.5
7469,2001-06-14,0,12,31,27.5
7470,2001-06-15,0,12,29,26.5
7471,2001-06-16,0.6,14,27,27.5
7472,2001-06-17,21,13,25,25.5
7473,2001-06-18,0,10,28,24.0
7474,2001-06-19,0,13,28,27.0
7475,2001-06-20,0,12,32,28.0
7476,2001-06-21,0,9,30,24.0
7477,2001-06-22,0,12,29,26.5
7478,2001-06-23,0,13,32,29.0
7479,2001-06-24,0,16,34,33.0
7480,2001-06-25,0,15,34,32.0
7481,2001-06-26,0,20,32,36.0
7482,2001-06-27,8.6,16,32,32.0
7483,2001-06-28,16,17,24,29.0
7484,2001-06-29,1.2,17,32,33.0
7485,2001-06-30,0,18,32,34.0
7486,2001-01-07,7.6,17,32,33.0
7487,2001-02-07,0,15,33,31.5
7488,2001-03-07,0,15,30,30.0
7489,2001-04-07,0,19,28,33.0
7490,2001-05-07,0,19,30,34.0
7491,2001-06-07,0,20,31,35.5
7492,2001-07-07,0,17,31,32.5
7493,2001-08-07,9.4,15,31,30.5
7494,2001-09-07,0,18,30,33.0
7495,2001-10-07,0,17,29,31.5
7496,2001-11-07,17.6,15,30,30.0
7497,2001-12-07,0,20,31,35.5
7498,2001-07-13,0,19,29,33.5
7499,2001-07-14,13.4,17,31,32.5
7500,2001-07-15,0,18,31,33.5
7501,2001-07-16,5.8,16,28,30.0
7502,2001-07-17,0.2,17,29,31.5
7503,2001-07-18,0,13,25,25.5
7504,2001-07-19,12.8,16,28,30.0
7505,2001-07-20,39,14,23,25.5
7506,2001-07-21,0,13,32,29.0
7507,2001-07-22,0,12,31,27.5
7508,2001-07-23,0,13,32,29.0
7509,2001-07-24,0,17,31,32.5
7510,2001-07-25,0.2,16,32,32.0
7511,2001-07-26,0,17,32,33.0
7512,2001-07-27,1.4,17,31,32.5
7513,2001-07-28,14.4,17,31,32.5
7514,2001-07-29,4,20,33,36.5
7515,2001-07-30,0,19,36,37.0
7516,2001-07-31,0,18,34,35.0
7517,2001-01-08,0,19,34,36.0
7518,2001-02-08,0,17,34,34.0
7519,2001-03-08,12,19,34,36.0
7520,2001-04-08,0,18,31,33.5
7521,2001-05-08,12,19,31,34.5
7522,2001-06-08,0,18,28,32.0
7523,2001-07-08,0,15,31,30.5
7524,2001-08-08,0,17,28,31.0
7525,2001-09-08,12.4,18,28,32.0
7526,2001-10-08,34.6,18,23,29.5
7527,2001-11-08,0,14,28,28.0
7528,2001-12-08,0,10,28,24.0
7529,2001-08-13,0,13,30,28.0
7530,2001-08-14,0,14,32,30.0
7531,2001-08-15,0,14,33,30.5
7532,2001-08-16,0,16,33,32.5
7533,2001-08-17,0,17,34,34.0
7534,2001-08-18,55.2,17,23,28.5
7535,2001-08-19,6.6,16,31,31.5
7536,2001-08-20,0,16,24,28.0
7537,2001-08-21,0.4,16,32,32.0
7538,2001-08-22,2,14,32,30.0
7539,2001-08-23,0,15,32,31.0
7540,2001-08-24,0,17,32,33.0
7541,2001-08-25,0,18,33,34.5
7542,2001-08-26,0,18,34,35.0
7543,2001-08-27,0,19,34,36.0
7544,2001-08-28,0,18,34,35.0
7545,2001-08-29,0,16,34,33.0
7546,2001-08-30,2.2,18,27,31.5
7547,2001-08-31,7.2,13,25,25.5
7548,2001-01-09,25.4,12,20,22.0
7549,2001-02-09,0.8,11,25,23.5
7550,2001-03-09,0,10,26,23.0
7551,2001-04-09,0,13,17,21.5
7552,2001-05-09,13.2,13,26,26.0
7553,2001-06-09,0,12,28,26.0
7554,2001-07-09,0,9,25,21.5
7555,2001-08-09,0,11,23,22.5
7556,2001-09-09,0,12,25,24.5
7557,2001-10-09,0,8,23,19.5
7558,2001-11-09,0,7,24,19.0
7559,2001-12-09,0,7,24,19.0
7560,2001-09-13,0,5,23,16.5
7561,2001-09-14,0,9,19,18.5
7562,2001-09-15,34.6,7,25,19.5
7563,2001-09-16,0,6,18,15.0
7564,2001-09-17,0.8,4,21,14.5
7565,2001-09-18,0,3,20,13.0
7566,2001-09-19,0,7,16,15.0
7567,2001-09-20,0.6,8,21,18.5
7568,2001-09-21,0,9,23,20.5
7569,2001-09-22,0,10,19,19.5
7570,2001-09-23,5.2,13,15,20.5
7571,2001-09-24,15.2,13,19,22.5
7572,2001-09-25,5.6,12,18,21.0
7573,2001-09-26,4.6,8,22,19.0
7574,2001-09-27,0,7,22,18.0
7575,2001-09-28,0,8,22,19.0
7576,2001-09-29,0,8,20,18.0
7577,2001-09-30,0.8,12,16,20.0
7578,2001-01-10,2.4,13,22,24.0
7579,2001-02-10,0,14,20,24.0
7580,2001-03-10,0,12,22,23.0
7581,2001-04-10,2.4,11,16,19.0
7582,2001-05-10,4,10,20,20.0
7583,2001-06-10,0,12,21,22.5
7584,2001-07-10,2.2,15,18,24.0
7585,2001-08-10,10.6,13,22,24.0
7586,2001-09-10,0,9,22,20.0
7587,2001-10-10,0,10,19,19.5
7588,2001-11-10,0,10,17,18.5
7589,2001-12-10,0,10,16,18.0
7590,2001-10-13,0,10,15,17.5
7591,2001-10-14,0,9,14,16.0
7592,2001-10-15,0,9,16,17.0
7593,2001-10-16,0,9,18,18.0
7594,2001-10-17,0,8,19,17.5
7595,2001-10-18,0,9,19,18.5
7596,2001-10-19,0,9,19,18.5
7597,2001-10-20,0,14,18,23.0
7598,2001-10-21,16.2,11,18,20.0
7599,2001-10-22,0,7,14,14.0
7600,2001-10-23,0,7,15,14.5
7601,2001-10-24,0,10,16,18.0
7602,2001-10-25,0,7,15,14.5
7603,2001-10-26,0,7,14,14.0
7604,2001-10-27,0,9,16,17.0
7605,2001-10-28,0,8,13,14.5
7606,2001-10-29,0,6,13,12.5
7607,2001-10-30,0,5,15,12.5
7608,2001-10-31,0,5,14,12.0
7609,2001-01-11,0,7,17,15.5
7610,2001-02-11,0,1,11,6.5
7611,2001-03-11,0,-1,6,2.0
7612,2001-04-11,0,-1,7,2.5
7613,2001-05-11,0,3,12,9.0
7614,2001-06-11,0,3,10,8.0
7615,2001-07-11,0,2,11,7.5
7616,2001-08-11,0,7,10,12.0
7617,2001-09-11,0,5,9,9.5
7618,2001-10-11,0,2,9,6.5
7619,2001-11-11,0,5,9,9.5
7620,2001-12-11,9.8,5,11,10.5
7621,2001-11-13,2.2,8,15,15.5
7622,2001-11-14,0,3,12,9.0
7623,2001-11-15,0,-2,6,1.0
7624,2001-11-16,0,-2,7,1.5
7625,2001-11-17,0,-5,3,-3.5
7626,2001-11-18,0,-3,3,-1.5
7627,2001-11-19,0,-2,8,2.0
7628,2001-11-20,0,-5,4,-3.0
7629,2001-11-21,0,-6,1,-5.5
7630,2001-11-22,0,-5,3,-3.5
7631,2001-11-23,0.6,1,7,4.5
7632,2001-11-24,0,-5,5,-2.5
7633,2001-11-25,0,-6,1,-5.5
7634,2001-11-26,0,-4,4,-2.0
7635,2001-11-27,0,-1,3,0.5
7636,2001-11-28,5.2,1,4,3.0
7637,2001-11-29,0,0,8,4.0
7638,2001-11-30,0,-2,3,-0.5
7639,2001-01-12,0,0,8,4.0
7640,2001-02-12,1,4,8,8.0
7641,2001-03-12,0,2,10,7.0
7642,2001-04-12,0,2,8,6.0
7643,2001-05-12,0,1,8,5.0
7644,2001-06-12,0,-1,13,5.5
7645,2001-07-12,0,3,11,8.5
7646,2001-08-12,0,-4,8,0.0
7647,2001-09-12,0,-6,0,-6.0
7648,2001-10-12,0,-5,0,-5.0
7649,2001-11-12,0,-5,1,-4.5
7650,2001-12-12,0,-7,0,-7.0
7651,2001-12-13,0,-8,6,-5.0
7652,2001-12-14,0,-6,0,-6.0
7653,2001-12-15,0,-7,2,-6.0
7654,2001-12-16,0,-10,-2,-11.0
7655,2001-12-17,0,-11,-3,-12.5
7656,2001-12-18,0,-10,-2,-11.0
7657,2001-12-19,0,-10,-3,-11.5
7658,2001-12-20,0,-10,1,-9.5
7659,2001-12-21,0,-6,1,-5.5
7660,2001-12-22,0,-8,1,-7.5
7661,2001-12-23,0,-8,5,-5.5
7662,2001-12-24,0,-7,-1,-7.5
7663,2001-12-25,0,-9,-2,-10.0
7664,2001-12-26,0,-5,2,-4.0
7665,2001-12-27,0,-7,5,-4.5
7666,2001-12-28,0,-8,2,-7.0
7667,2001-12-29,0,-10,-1,-10.5
7668,2001-12-30,0,-2,10,3.0
7669,2001-12-31,0,-1,6,2.0
8766,2005-01-01,0,-2,2.4,-0.8
8767,2005-02-01,0,-1.5,4.1,0.5499999999999998
8768,2005-03-01,0,-0.4,9.2,4.199999999999999
8769,2005-04-01,0,-1.4,7.8,2.5
8770,2005-05-01,0,-2.4,5.4,0.30000000000000027
8771,2005-06-01,0,-4.4,9.3,0.25
8772,2005-07-01,0,-2,7,1.5
8773,2005-08-01,0,-3.2,2.8,-1.8000000000000003
8774,2005-09-01,0,-3.3,2.4,-2.0999999999999996
8775,2005-10-01,0,-1.8,3.8,0.09999999999999987
8776,2005-11-01,0,-4,3.2,-2.4
8777,2005-12-01,0,-3,3.3,-1.35
8778,2005-01-13,0,-2.3,5.4,0.40000000000000036
8779,2005-01-14,0,-5,1.4,-4.3
8780,2005-01-15,0,-5.8,0.4,-5.6
8781,2005-01-16,0,-6,0.4,-5.8
8782,2005-01-17,0,-5.4,0.8,-5.0
8783,2005-01-18,0,-6.3,0.4,-6.1
8784,2005-01-19,7.6,-0.4,10,4.6
8785,2005-01-20,0,-3.6,5.6,-0.8000000000000003
8786,2005-01-21,0,-4.4,11,1.0999999999999996
8787,2005-01-22,0,1.4,9.6,6.199999999999999
8788,2005-01-23,0,-2,3.8,-0.10000000000000009
8789,2005-01-24,0,-3.1,4.4,-0.8999999999999999
8790,2005-01-25,0,-3,3.6,-1.2
8791,2005-01-26,0,-0.4,3.2,1.2000000000000002
8792,2005-01-27,0,-0.8,4.5,1.45
8793,2005-01-28,0,-4.1,0.9,-3.6499999999999995
8794,2005-01-29,0,-4.1,3.7,-2.2499999999999996
8795,2005-01-30,0,-6,5,-3.5
8796,2005-01-31,0,-6.7,7,-3.2
8797,2005-01-02,0,0.4,9,4.9
8798,2005-02-02,0,-2.2,9.6,2.5999999999999996
8799,2005-03-02,0,-3.3,12.2,2.8
8800,2005-04-02,0,-2.4,6.8,1.0
8801,2005-05-02,0,-2.4,4.6,-0.10000000000000009
8802,2005-06-02,0,-6,3.2,-4.4
8803,2005-07-02,0,-6.8,4,-4.8
8804,2005-08-02,0,-4.4,2.2,-3.3000000000000003
8805,2005-09-02,0,-2.6,5.2,0.0
8806,2005-10-02,0,-2.4,5.8,0.5
8807,2005-11-02,0,-2.8,9.3,1.8500000000000005
8808,2005-12-02,0,-1.1,8,2.9
8809,2005-02-13,0,2.2,10.4,7.4
8810,2005-02-14,0,3.3,7.6,7.1
8811,2005-02-15,0,0.4,8.4,4.6000000000000005
8812,2005-02-16,0,2,6.8,5.4
8813,2005-02-17,0,0.4,8.4,4.6000000000000005
8814,2005-02-18,0,-2.7,5.4,0.0
8815,2005-02-19,0,-3.2,6.8,0.19999999999999973
8816,2005-02-20,0,-0.8,6.4,2.4000000000000004
8817,2005-02-21,0,0.6,6.4,3.8000000000000003
8818,2005-02-22,0,-0.2,5,2.3
8819,2005-02-23,0,-1.1,6.2,2.0
8820,2005-02-24,0,-1.5,6.4,1.7000000000000002
8821,2005-02-25,0,-2.3,7.2,1.3000000000000003
8822,2005-02-26,0,0.4,6.2,3.5
8823,2005-02-27,0,-3.4,6.2,-0.2999999999999998
8824,2005-02-28,0,-4.8,1.4,-4.1
8825,2005-01-03,0,-8.2,1.4,-7.499999999999999
8826,2005-02-03,0,-7.4,4.6,-5.1000000000000005
8827,2005-03-03,0,-5.8,-0.2,-5.8999999999999995
8828,2005-04-03,5.8,-4.9,3,-3.4000000000000004
8829,2005-05-03,0,-2.4,5.2,0.20000000000000018
8830,2005-06-03,0,-4.6,7.8,-0.6999999999999997
8831,2005-07-03,0,-1.8,6.2,1.3
8832,2005-08-03,0,-3.9,10.8,1.5000000000000004
8833,2005-09-03,0,1.2,12.8,7.6000000000000005
8834,2005-10-03,0,1.4,13.2,8.0
8835,2005-11-03,0,-3.4,10.3,1.7500000000000004
8836,2005-12-03,0,1.6,14.4,8.8
8837,2005-03-13,0,4.2,12.4,10.4
8838,2005-03-14,0,1.3,14,8.3
8839,2005-03-15,0,2.8,16.4,11.0
8840,2005-03-16,0,4,18,13.0
8841,2005-03-17,0,4.2,19.6,14.0
8842,2005-03-18,0,4.5,24.4,16.7
8843,2005-03-19,0,7,26.2,20.1
8844,2005-03-20,0,5.8,18.4,15.0
8845,2005-03-21,0,8.8,17.4,17.5
8846,2005-03-22,0,3.7,15.6,11.5
8847,2005-03-23,0,6.1,17.4,14.799999999999999
8848,2005-03-24,0,10,18.8,19.4
8849,2005-03-25,0.4,10.8,16.6,19.1
8850,2005-03-26,0,11.2,17.2,19.799999999999997
8851,2005-03-27,0,10.4,19.6,20.200000000000003
8852,2005-03-28,1.8,8.6,22.8,20.0
8853,2005-03-29,0.8,9.6,16.8,18.0
8854,2005-03-30,4.8,6.9,18.8,16.3
8855,2005-03-31,0.4,7.6,18.6,16.9
8856,2005-01-04,0,8.4,18.6,17.700000000000003
8857,2005-02-04,0,5.8,19,15.3
8858,2005-03-04,0,3.1,19.6,12.9
8859,2005-04-04,0,3,20,13.0
8860,2005-05-04,0,3.2,19.6,13.0
8861,2005-06-04,0,4.8,20.4,15.0
8862,2005-07-04,0,7.6,17.2,16.2
8863,2005-08-04,0,7.8,13.4,14.5
8864,2005-09-04,23.4,6.8,12.5,13.05
8865,2005-10-04,0,9.7,14.5,16.95
8866,2005-11-04,0,10.2,15.2,17.799999999999997
8867,2005-12-04,0,7,15,14.5
8868,2005-04-13,0,7.2,22.2,18.3
8869,2005-04-14,0,8.1,22.4,19.299999999999997
8870,2005-04-15,0,9.3,21.2,19.9
8871,2005-04-16,0,6.8,14.8,14.2
8872,2005-04-17,15.8,2.9,16.4,11.1
8873,2005-04-18,0,5.6,21.2,16.2
8874,2005-04-19,1,9.2,16.9,17.65
8875,2005-04-20,11.6,7.6,17.4,16.299999999999997
8876,2005-04-21,0,6.8,19.6,16.6
8877,2005-04-22,0,3.6,17.6,12.4
8878,2005-04-23,0,5.6,16.7,13.95
8879,2005-04-24,0,9.6,13.6,16.4
8880,2005-04-25,6,8.5,12,14.5
8881,2005-04-26,1.6,6.3,24.4,18.5
8882,2005-04-27,0,8.8,24.4,21.0
8883,2005-04-28,0,11.2,23.2,22.799999999999997
8884,2005-04-29,0,13.2,26,26.2
8885,2005-04-30,0,10.2,27.3,23.85
8886,2005-01-05,0,13.6,28.4,27.799999999999997
8887,2005-02-05,0,14.2,28.2,28.299999999999997
8888,2005-03-05,0,14,27.6,27.8
8889,2005-04-05,11.4,12.2,26,25.2
8890,2005-05-05,0.8,11.6,24,23.6
8891,2005-06-05,0,7.4,24.1,19.450000000000003
8892,2005-07-05,0,10.4,24,22.4
8893,2005-08-05,0,12.8,22.1,23.85
8894,2005-09-05,2.6,8.9,18.4,18.1
8895,2005-10-05,0,11,17.2,19.6
8896,2005-11-05,0.2,10.1,23.2,21.7
8897,2005-12-05,0,11.8,23.8,23.700000000000003
8898,2005-05-13,0,10.6,24.4,22.799999999999997
8899,2005-05-14,0,12,18.6,21.3
8900,2005-05-15,0.8,11.6,23.8,23.5
8901,2005-05-16,0.2,12.6,21.7,23.45
8902,2005-05-17,6.6,10.3,22.8,21.700000000000003
8903,2005-05-18,29.2,11,17,19.5
8904,2005-05-19,6.6,12.4,26,25.4
8905,2005-05-20,0,11.4,25.4,24.1
8906,2005-05-21,0,10.5,27.2,24.1
8907,2005-05-22,0,16.8,27.8,30.700000000000003
8908,2005-05-23,0,12.8,21.4,23.5
8909,2005-05-24,3.4,12.4,27.3,26.05
8910,2005-05-25,0,12.5,29.3,27.15
8911,2005-05-26,0,13.4,29.4,28.1
8912,2005-05-27,0,14.3,31.4,30.0
8913,2005-05-28,0,15.2,32.4,31.4
8914,2005-05-29,0,18.2,32.8,34.599999999999994
8915,2005-05-30,0,16.4,32.4,32.599999999999994
8916,2005-05-31,5,17.6,29.6,32.400000000000006
8917,2005-01-06,0.6,16.1,26,29.1
8918,2005-02-06,0,17,26.8,30.4
8919,2005-03-06,0,13.2,28.6,27.5
8920,2005-04-06,0,15.9,27.2,29.5
8921,2005-05-06,0,17,27.8,30.9
8922,2005-06-06,4.4,15.6,24.1,27.65
8923,2005-07-06,0,14.2,26.4,27.4
8924,2005-08-06,0,11.4,22.2,22.5
8925,2005-09-06,0,12.6,21.6,23.4
8926,2005-10-06,0,10,26,23.0
8927,2005-11-06,0,11.2,24.6,23.5
8928,2005-12-06,0,15.8,24,27.8
8929,2005-06-13,0,18.2,26,31.2
8930,2005-06-14,0,16,21.2,26.6
8931,2005-06-15,12.4,15.4,26.8,28.8
8932,2005-06-16,0.2,17,32.4,33.2
8933,2005-06-17,0,16.8,32,32.8
8934,2005-06-18,0,16.6,36.6,34.900000000000006
8935,2005-06-19,0,21.3,32.4,37.5
8936,2005-06-20,0,19.6,31.2,35.2
8937,2005-06-21,0,19.7,33.3,36.349999999999994
8938,2005-06-22,0,19.6,34.8,37.0
8939,2005-06-23,0,20.4,35.6,38.2
8940,2005-06-24,0,21.6,33,38.1
8941,2005-06-25,0,19.6,33.2,36.2
8942,2005-06-26,3,17.6,37.3,36.25
8943,2005-06-27,0,21.2,35.2,38.8
8944,2005-06-28,0,20.8,35.8,38.7
8945,2005-06-29,0,19.8,30.8,35.2
8946,2005-06-30,16.8,19,32.4,35.2
8947,2005-01-07,2.6,17.6,27,31.1
8948,2005-02-07,3,17.2,30.8,32.6
8949,2005-03-07,0,16.9,31.2,32.5
8950,2005-04-07,0,20.6,30.2,35.7
8951,2005-05-07,5.4,14.8,23.6,26.6
8952,2005-06-07,3.4,13.6,27.2,27.2
8953,2005-07-07,0.6,13.3,21.4,24.0
8954,2005-08-07,24,12.8,27,26.3
8955,2005-09-07,0.2,14.8,22.4,26.0
8956,2005-10-07,0.2,15,23.8,26.9
8957,2005-11-07,1.4,14.8,29.2,29.4
8958,2005-12-07,0,17.2,30,32.2
8959,2005-07-13,0,14.8,31.2,30.4
8960,2005-07-14,0,18,33,34.5
8961,2005-07-15,0,19,32.4,35.2
8962,2005-07-16,0.6,17.6,30.8,33.0
8963,2005-07-17,0,18.6,33.6,35.400000000000006
8964,2005-07-18,0,20,31.4,35.7
8965,2005-07-19,7.6,16.1,30.9,31.55
